Log Producao Fabrica: Veiculo[id=1, cor=Vermelho, tipo=SUV, estacao=1, funcionario=2, pos=0]
Log Producao Fabrica: Veiculo[id=111, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=110, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=33)
Log Producao Fabrica: Veiculo[id=112, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=112, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=38)
Log Venda Fabrica: Veiculo[id=113, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 2 (pos=39)
Log Producao Fabrica: Veiculo[id=113, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Producao Fabrica: Veiculo[id=114, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=33]
Log Venda Fabrica: Veiculo[id=115, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Loja 1 (pos=39)
Log Producao Fabrica: Veiculo[id=115, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=34]
Log Venda Fabrica: Veiculo[id=114, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Loja 3 (pos=34)
Log Venda Fabrica: Veiculo[id=117, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=36] -> Loja 3 (pos=35)
Log Venda Fabrica: Veiculo[id=116, cor=Verde, tipo=Sedan, estacao=2, funcionario=3, pos=35] -> Loja 1 (pos=0)
Log Producao Fabrica: Veiculo[id=117, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=36]
Log Producao Fabrica: Veiculo[id=116, cor=Verde, tipo=Sedan, estacao=2, funcionario=3, pos=35]
Log Producao Fabrica: Veiculo[id=118, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Producao Fabrica: Veiculo[id=119, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=118, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=36)
Log Venda Fabrica: Veiculo[id=120, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 2 (pos=0)
Log Venda Fabrica: Veiculo[id=119, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=1)
Log Producao Fabrica: Veiculo[id=120, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Venda Fabrica: Veiculo[id=121, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=37)
Log Producao Fabrica: Veiculo[id=121, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Producao Fabrica: Veiculo[id=122, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=122, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=1)
Log Producao Fabrica: Veiculo[id=123, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=123, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=2)
Log Producao Fabrica: Veiculo[id=124, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=124, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=38)
Log Producao Fabrica: Veiculo[id=125, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=125, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=2)
Log Producao Fabrica: Veiculo[id=126, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=126, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=3)
Log Venda Fabrica: Veiculo[id=127, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=39)
Log Producao Fabrica: Veiculo[id=127, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Producao Fabrica: Veiculo[id=128, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=128, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=3)
Log Producao Fabrica: Veiculo[id=129, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=129, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=4)
Log Producao Fabrica: Veiculo[id=130, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=130, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=0)
Log Producao Fabrica: Veiculo[id=131, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=131, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=4)
Log Venda Fabrica: Veiculo[id=132, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 2 (pos=5)
Log Producao Fabrica: Veiculo[id=132, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Producao Fabrica: Veiculo[id=133, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=134, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Loja 1 (pos=5)
Log Producao Fabrica: Veiculo[id=134, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=13]
Log Venda Fabrica: Veiculo[id=133, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=1)
Log Producao Fabrica: Veiculo[id=135, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14]
Log Venda Fabrica: Veiculo[id=135, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 2 (pos=6)
Log Producao Fabrica: Veiculo[id=136, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=15]
Log Venda Fabrica: Veiculo[id=137, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 3 (pos=2)
Log Producao Fabrica: Veiculo[id=137, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Venda Fabrica: Veiculo[id=136, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Loja 1 (pos=6)
Log Venda Fabrica: Veiculo[id=138, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 2 (pos=7)
Log Producao Fabrica: Veiculo[id=138, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=139, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=3)
Log Producao Fabrica: Veiculo[id=139, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Producao Fabrica: Veiculo[id=140, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Venda Fabrica: Veiculo[id=140, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=7)
Log Producao Fabrica: Veiculo[id=141, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=141, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 2 (pos=8)
Log Producao Fabrica: Veiculo[id=142, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=142, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=4)
Log Producao Fabrica: Veiculo[id=143, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=143, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=8)
Log Producao Fabrica: Veiculo[id=144, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=144, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 2 (pos=9)
Log Venda Fabrica: Veiculo[id=145, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=5)
Log Producao Fabrica: Veiculo[id=145, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Producao Fabrica: Veiculo[id=146, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=146, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=9)
Log Producao Fabrica: Veiculo[id=147, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=147, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 2 (pos=10)
Log Producao Fabrica: Veiculo[id=148, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=148, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=6)
Log Venda Fabrica: Veiculo[id=149, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=10)
Log Producao Fabrica: Veiculo[id=149, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Producao Fabrica: Veiculo[id=150, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=150, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 2 (pos=11)
Log Producao Fabrica: Veiculo[id=151, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=151, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=7)
Log Producao Fabrica: Veiculo[id=152, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=152, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=11)
Log Producao Fabrica: Veiculo[id=153, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=153, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 2 (pos=12)
Log Producao Fabrica: Veiculo[id=154, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=33]
Log Producao Fabrica: Veiculo[id=155, cor=Verde, tipo=SUV, estacao=3, funcionario=5, pos=34]
Log Venda Fabrica: Veiculo[id=154, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Loja 3 (pos=8)
Log Venda Fabrica: Veiculo[id=155, cor=Verde, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Loja 1 (pos=12)
Log Producao Fabrica: Veiculo[id=156, cor=Azul, tipo=Sedan, estacao=4, funcionario=3, pos=35]
Log Venda Fabrica: Veiculo[id=156, cor=Azul, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Loja 2 (pos=13)
Log Producao Fabrica: Veiculo[id=157, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=157, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=9)
Log Producao Fabrica: Veiculo[id=158, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=158, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=13)
Log Producao Fabrica: Veiculo[id=159, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=159, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=14)
Log Producao Fabrica: Veiculo[id=160, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Venda Fabrica: Veiculo[id=160, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=10)
Log Producao Fabrica: Veiculo[id=161, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=161, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=14)
Log Producao Fabrica: Veiculo[id=162, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=162, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=15)
Log Producao Fabrica: Veiculo[id=163, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=163, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=11)
Log Venda Fabrica: Veiculo[id=164, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=15)
Log Producao Fabrica: Veiculo[id=164, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=165, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=16)
Log Producao Fabrica: Veiculo[id=165, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Producao Fabrica: Veiculo[id=166, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=166, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=12)
Log Producao Fabrica: Veiculo[id=167, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=167, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=16)
Log Producao Fabrica: Veiculo[id=168, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=168, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=17)
Log Venda Fabrica: Veiculo[id=169, cor=Vermelho, tipo=SUV, estacao=2, funcionario=5, pos=8] -> Loja 3 (pos=13)
Log Producao Fabrica: Veiculo[id=170, cor=Verde, tipo=Sedan, estacao=4, funcionario=2, pos=9]
Log Producao Fabrica: Veiculo[id=169, cor=Vermelho, tipo=SUV, estacao=2, funcionario=5, pos=8]
Log Venda Fabrica: Veiculo[id=170, cor=Verde, tipo=Sedan, estacao=4, funcionario=2, pos=9] -> Loja 3 (pos=14)
Log Producao Fabrica: Veiculo[id=171, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=171, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=18)
Log Producao Fabrica: Veiculo[id=172, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=172, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=17)
Log Producao Fabrica: Veiculo[id=173, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=173, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=15)
Log Venda Fabrica: Veiculo[id=175, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 1 (pos=18)
Log Producao Fabrica: Veiculo[id=175, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=14]
Log Venda Fabrica: Veiculo[id=174, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Loja 2 (pos=19)
Log Venda Fabrica: Veiculo[id=176, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Loja 2 (pos=20)
Log Producao Fabrica: Veiculo[id=174, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=13]
Log Producao Fabrica: Veiculo[id=176, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=15]
Log Producao Fabrica: Veiculo[id=177, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Venda Fabrica: Veiculo[id=177, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=19)
Log Producao Fabrica: Veiculo[id=178, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=178, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=16)
Log Producao Fabrica: Veiculo[id=179, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Venda Fabrica: Veiculo[id=179, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 2 (pos=21)
Log Producao Fabrica: Veiculo[id=180, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Venda Fabrica: Veiculo[id=180, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=20)
Log Producao Fabrica: Veiculo[id=181, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=181, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=17)
Log Producao Fabrica: Veiculo[id=182, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=182, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 2 (pos=22)
Log Producao Fabrica: Veiculo[id=183, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=183, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=21)
Log Producao Fabrica: Veiculo[id=184, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=184, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=18)
Log Producao Fabrica: Veiculo[id=185, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=185, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 2 (pos=23)
Log Venda Fabrica: Veiculo[id=186, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=24)
Log Producao Fabrica: Veiculo[id=186, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Producao Fabrica: Veiculo[id=187, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=187, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=19)
Log Producao Fabrica: Veiculo[id=188, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=188, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 1 (pos=22)
Log Producao Fabrica: Veiculo[id=189, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=189, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=25)
Log Venda Fabrica: Veiculo[id=190, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=20)
Log Producao Fabrica: Veiculo[id=190, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Producao Fabrica: Veiculo[id=191, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=191, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=23)
Log Producao Fabrica: Veiculo[id=192, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=192, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=26)
Log Producao Fabrica: Veiculo[id=193, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=193, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 3 (pos=21)
Log Venda Fabrica: Veiculo[id=194, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 1 (pos=24)
Log Venda Fabrica: Veiculo[id=196, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Loja 1 (pos=25)
Log Producao Fabrica: Veiculo[id=194, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Producao Fabrica: Veiculo[id=196, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=35]
Log Venda Fabrica: Veiculo[id=195, cor=Azul, tipo=SUV, estacao=2, funcionario=2, pos=34] -> Loja 2 (pos=27)
Log Producao Fabrica: Veiculo[id=195, cor=Azul, tipo=SUV, estacao=2, funcionario=2, pos=34]
Log Producao Fabrica: Veiculo[id=197, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=197, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=22)
Log Producao Fabrica: Veiculo[id=198, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=198, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=26)
Log Producao Fabrica: Veiculo[id=199, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=199, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=28)
Log Producao Fabrica: Veiculo[id=200, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Venda Fabrica: Veiculo[id=200, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=23)
Log Producao Fabrica: Veiculo[id=201, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=201, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=27)
Log Producao Fabrica: Veiculo[id=202, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=202, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=29)
Log Producao Fabrica: Veiculo[id=203, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=203, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=24)
Log Producao Fabrica: Veiculo[id=204, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=204, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=28)
Log Producao Fabrica: Veiculo[id=205, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=205, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=30)
Log Producao Fabrica: Veiculo[id=206, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=206, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=25)
Log Venda Fabrica: Veiculo[id=207, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=29)
Log Producao Fabrica: Veiculo[id=207, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Producao Fabrica: Veiculo[id=208, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=208, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=31)
Log Producao Fabrica: Veiculo[id=209, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=209, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=26)
Log Venda Fabrica: Veiculo[id=210, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 1 (pos=30)
Log Producao Fabrica: Veiculo[id=210, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Producao Fabrica: Veiculo[id=211, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=211, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=32)
Log Producao Fabrica: Veiculo[id=212, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=212, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=27)
Log Producao Fabrica: Veiculo[id=213, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=213, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 1 (pos=31)
Log Producao Fabrica: Veiculo[id=214, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Venda Fabrica: Veiculo[id=214, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=33)
Log Producao Fabrica: Veiculo[id=215, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Venda Fabrica: Veiculo[id=215, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 3 (pos=28)
Log Producao Fabrica: Veiculo[id=216, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Venda Fabrica: Veiculo[id=216, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 1 (pos=32)
Log Venda Fabrica: Veiculo[id=217, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=34)
Log Producao Fabrica: Veiculo[id=217, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Producao Fabrica: Veiculo[id=218, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=218, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=29)
Log Producao Fabrica: Veiculo[id=219, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Venda Fabrica: Veiculo[id=219, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 1 (pos=33)
Log Producao Fabrica: Veiculo[id=220, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Venda Fabrica: Veiculo[id=220, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=35)
