Log Garagem Cliente 3: Veiculo[id=2, cor=Verde, tipo=Sedan, estacao=1, funcionario=4, pos=1] (pos=0)
Log Garagem Cliente 3: Veiculo[id=176, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=15] (pos=11)
Log Garagem Cliente 15: Veiculo[id=179, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] (pos=11)
Log Garagem Cliente 6: Veiculo[id=252, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=9)
Log Garagem Cliente 9: Veiculo[id=182, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=11)
Log Garagem Cliente 13: Veiculo[id=186, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=10)
Log Garagem Cliente 4: Veiculo[id=185, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=10)
Log Garagem Cliente 7: Veiculo[id=255, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=10)
Log Garagem Cliente 12: Veiculo[id=189, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=10)
Log Garagem Cliente 8: Veiculo[id=259, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=18] (pos=10)
Log Garagem Cliente 18: Veiculo[id=228, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=12)
Log Garagem Cliente 2: Veiculo[id=192, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=12)
Log Garagem Cliente 20: Veiculo[id=262, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=10)
Log Garagem Cliente 14: Veiculo[id=265, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=11)
Log Garagem Cliente 1: Veiculo[id=231, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=11)
Log Garagem Cliente 17: Veiculo[id=195, cor=Azul, tipo=SUV, estacao=2, funcionario=2, pos=34] (pos=11)
Log Garagem Cliente 5: Veiculo[id=199, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] (pos=12)
Log Garagem Cliente 11: Veiculo[id=233, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=11)
Log Garagem Cliente 16: Veiculo[id=268, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=12)
Log Garagem Cliente 3: Veiculo[id=238, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=12)
Log Garagem Cliente 6: Veiculo[id=241, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=10)
Log Garagem Cliente 19: Veiculo[id=273, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=11)
Log Garagem Cliente 4: Veiculo[id=205, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=11)
Log Garagem Cliente 13: Veiculo[id=202, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=11)
Log Garagem Cliente 7: Veiculo[id=208, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=11)
Log Garagem Cliente 10: Veiculo[id=276, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=12)
Log Garagem Cliente 12: Veiculo[id=244, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=11)
Log Garagem Cliente 15: Veiculo[id=279, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=38] (pos=12)
Log Garagem Cliente 8: Veiculo[id=247, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=11)
Log Garagem Cliente 2: Veiculo[id=250, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=13)
Log Garagem Cliente 9: Veiculo[id=282, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=12)
Log Garagem Cliente 20: Veiculo[id=211, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=11)
Log Garagem Cliente 18: Veiculo[id=285, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=13)
Log Garagem Cliente 14: Veiculo[id=214, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=12)
Log Garagem Cliente 17: Veiculo[id=217, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=12)
Log Garagem Cliente 5: Veiculo[id=220, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] (pos=13)
Log Garagem Cliente 11: Veiculo[id=254, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=12)
Log Garagem Cliente 1: Veiculo[id=288, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=12)
Log Garagem Cliente 16: Veiculo[id=291, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=13)
Log Garagem Cliente 3: Veiculo[id=257, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=13)
Log Garagem Cliente 6: Veiculo[id=223, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=11)
Log Garagem Cliente 19: Veiculo[id=261, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=12)
Log Garagem Cliente 4: Veiculo[id=264, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=12)
Log Garagem Cliente 13: Veiculo[id=294, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=12)
Log Garagem Cliente 7: Veiculo[id=298, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=12)
Log Garagem Cliente 12: Veiculo[id=267, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=12)
Log Garagem Cliente 15: Veiculo[id=270, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=13)
Log Garagem Cliente 2: Veiculo[id=226, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=14)
Log Garagem Cliente 10: Veiculo[id=301, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=13)
Log Garagem Cliente 20: Veiculo[id=271, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=12)
Log Garagem Cliente 8: Veiculo[id=304, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=12)
Log Garagem Cliente 18: Veiculo[id=229, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=14)
Log Garagem Cliente 5: Veiculo[id=274, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=14)
Log Garagem Cliente 9: Veiculo[id=307, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=13)
Log Garagem Cliente 1: Veiculo[id=277, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] (pos=13)
Log Garagem Cliente 14: Veiculo[id=310, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=13)
Log Garagem Cliente 16: Veiculo[id=280, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=39] (pos=14)
Log Garagem Cliente 6: Veiculo[id=283, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] (pos=12)
Log Garagem Cliente 19: Veiculo[id=232, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=13)
Log Garagem Cliente 13: Veiculo[id=286, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] (pos=13)
Log Garagem Cliente 17: Veiculo[id=315, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] (pos=13)
Log Garagem Cliente 11: Veiculo[id=318, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=13)
Log Garagem Cliente 12: Veiculo[id=236, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=13)
Log Garagem Cliente 15: Veiculo[id=239, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] (pos=14)
Log Garagem Cliente 3: Veiculo[id=321, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=14)
Log Garagem Cliente 10: Veiculo[id=289, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] (pos=14)
Log Garagem Cliente 20: Veiculo[id=292, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=13)
Log Garagem Cliente 4: Veiculo[id=324, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=13)
Log Garagem Cliente 18: Veiculo[id=242, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=15)
Log Garagem Cliente 5: Veiculo[id=295, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=15)
Log Garagem Cliente 7: Veiculo[id=327, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=13)
Log Garagem Cliente 1: Veiculo[id=297, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=14)
Log Garagem Cliente 2: Veiculo[id=330, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=15)
Log Garagem Cliente 6: Veiculo[id=245, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=13)
Log Garagem Cliente 8: Veiculo[id=333, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=13)
Log Garagem Cliente 9: Veiculo[id=336, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=14)
Log Garagem Cliente 11: Veiculo[id=248, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=14)
Log Garagem Cliente 12: Veiculo[id=299, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=18] (pos=14)
Log Garagem Cliente 14: Veiculo[id=339, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18] (pos=14)
Log Garagem Cliente 3: Veiculo[id=251, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=15)
Log Garagem Cliente 10: Veiculo[id=302, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=15)
Log Garagem Cliente 16: Veiculo[id=342, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=15)
Log Garagem Cliente 4: Veiculo[id=305, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=14)
Log Garagem Cliente 19: Veiculo[id=345, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=14)
Log Garagem Cliente 18: Veiculo[id=253, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=16)
Log Garagem Cliente 5: Veiculo[id=256, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=16)
Log Garagem Cliente 7: Veiculo[id=306, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=14)
Log Garagem Cliente 1: Veiculo[id=309, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=15)
Log Garagem Cliente 13: Veiculo[id=348, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=14)
Log Garagem Cliente 17: Veiculo[id=351, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=14)
Log Garagem Cliente 8: Veiculo[id=312, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=14)
Log Garagem Cliente 15: Veiculo[id=354, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=15)
Log Garagem Cliente 20: Veiculo[id=357, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] (pos=14)
Log Garagem Cliente 14: Veiculo[id=313, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=15)
Log Garagem Cliente 2: Veiculo[id=360, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=39] (pos=16)
Log Garagem Cliente 16: Veiculo[id=258, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=16)
Log Garagem Cliente 6: Veiculo[id=363, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] (pos=14)
Log Garagem Cliente 9: Veiculo[id=366, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] (pos=15)
Log Garagem Cliente 5: Veiculo[id=316, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=17)
Log Garagem Cliente 7: Veiculo[id=260, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=19] (pos=15)
Log Garagem Cliente 1: Veiculo[id=320, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=39] (pos=16)
Log Garagem Cliente 13: Veiculo[id=323, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] (pos=15)
Log Garagem Cliente 11: Veiculo[id=369, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] (pos=15)
Log Garagem Cliente 12: Veiculo[id=372, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=15)
Log Garagem Cliente 8: Veiculo[id=326, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] (pos=15)
Log Garagem Cliente 3: Veiculo[id=375, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=16)
Log Garagem Cliente 20: Veiculo[id=329, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] (pos=15)
Log Garagem Cliente 10: Veiculo[id=378, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=16)
Log Garagem Cliente 14: Veiculo[id=263, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=16)
Log Garagem Cliente 2: Veiculo[id=266, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=17)
Log Garagem Cliente 4: Veiculo[id=381, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=15)
Log Garagem Cliente 16: Veiculo[id=332, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=17)
Log Garagem Cliente 6: Veiculo[id=269, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=15)
Log Garagem Cliente 19: Veiculo[id=384, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=15)
Log Garagem Cliente 9: Veiculo[id=335, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=16)
Log Garagem Cliente 18: Veiculo[id=387, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=17)
Log Garagem Cliente 1: Veiculo[id=338, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=17)
Log Garagem Cliente 13: Veiculo[id=341, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=16)
Log Garagem Cliente 17: Veiculo[id=390, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=15)
Log Garagem Cliente 12: Veiculo[id=272, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=16)
Log Garagem Cliente 15: Veiculo[id=395, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] (pos=16)
Log Garagem Cliente 3: Veiculo[id=344, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=17)
Log Garagem Cliente 20: Veiculo[id=275, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=34] (pos=16)
Log Garagem Cliente 5: Veiculo[id=398, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=18)
Log Garagem Cliente 10: Veiculo[id=347, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=17)
Log Garagem Cliente 14: Veiculo[id=278, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=17)
Log Garagem Cliente 2: Veiculo[id=281, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=18)
Log Garagem Cliente 4: Veiculo[id=350, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=16)
Log Garagem Cliente 7: Veiculo[id=401, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=16)
Log Garagem Cliente 16: Veiculo[id=353, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=18)
Log Garagem Cliente 11: Veiculo[id=404, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=16)
Log Garagem Cliente 9: Veiculo[id=284, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=17)
Log Garagem Cliente 8: Veiculo[id=407, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=16)
Log Garagem Cliente 18: Veiculo[id=287, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=18)
Log Garagem Cliente 13: Veiculo[id=290, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=17)
Log Garagem Cliente 6: Veiculo[id=410, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=16)
Log Garagem Cliente 19: Veiculo[id=413, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=16)
Log Garagem Cliente 15: Veiculo[id=293, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=17)
Log Garagem Cliente 3: Veiculo[id=356, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=18)
Log Garagem Cliente 1: Veiculo[id=416, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=18)
Log Garagem Cliente 20: Veiculo[id=296, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=17)
Log Garagem Cliente 2: Veiculo[id=303, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=19)
Log Garagem Cliente 17: Veiculo[id=419, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] (pos=16)
Log Garagem Cliente 14: Veiculo[id=300, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=19] (pos=18)
Log Garagem Cliente 7: Veiculo[id=359, cor=Verde, tipo=SUV, estacao=1, funcionario=5, pos=38] (pos=17)
Log Garagem Cliente 12: Veiculo[id=422, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=17)
Log Garagem Cliente 16: Veiculo[id=362, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=19)
Log Garagem Cliente 5: Veiculo[id=425, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=19)
Log Garagem Cliente 9: Veiculo[id=365, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=18)
Log Garagem Cliente 8: Veiculo[id=308, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=17)
Log Garagem Cliente 18: Veiculo[id=311, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=19)
Log Garagem Cliente 10: Veiculo[id=428, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=18)
Log Garagem Cliente 13: Veiculo[id=368, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=18)
Log Garagem Cliente 6: Veiculo[id=314, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=17)
Log Garagem Cliente 4: Veiculo[id=431, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=17)
Log Garagem Cliente 19: Veiculo[id=371, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=17)
Log Garagem Cliente 11: Veiculo[id=434, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=17)
Log Garagem Cliente 15: Veiculo[id=317, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] (pos=18)
Log Garagem Cliente 3: Veiculo[id=374, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=19)
Log Garagem Cliente 1: Veiculo[id=437, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] (pos=19)
Log Garagem Cliente 2: Veiculo[id=377, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=20)
Log Garagem Cliente 17: Veiculo[id=380, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] (pos=17)
Log Garagem Cliente 14: Veiculo[id=319, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=38] (pos=19)
Log Garagem Cliente 7: Veiculo[id=383, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=18)
Log Garagem Cliente 12: Veiculo[id=386, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=18)
Log Garagem Cliente 20: Veiculo[id=442, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=18)
Log Garagem Cliente 16: Veiculo[id=389, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=20)
Log Garagem Cliente 5: Veiculo[id=322, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] (pos=20)
Log Garagem Cliente 9: Veiculo[id=325, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=19)
Log Garagem Cliente 8: Veiculo[id=328, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] (pos=18)
Log Garagem Cliente 18: Veiculo[id=331, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] (pos=20)
Log Garagem Cliente 10: Veiculo[id=392, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=19)
Log Garagem Cliente 13: Veiculo[id=334, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] (pos=19)
Log Garagem Cliente 6: Veiculo[id=393, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] (pos=18)
Log Garagem Cliente 4: Veiculo[id=445, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] (pos=18)
Log Garagem Cliente 19: Veiculo[id=447, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=18)
Log Garagem Cliente 11: Veiculo[id=450, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=18)
Log Garagem Cliente 3: Veiculo[id=340, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=19] (pos=20)
Log Garagem Cliente 15: Veiculo[id=337, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] (pos=19)
Log Garagem Cliente 1: Veiculo[id=396, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] (pos=20)
Log Garagem Cliente 2: Veiculo[id=453, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=21)
Log Garagem Cliente 17: Veiculo[id=456, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=18)
Log Garagem Cliente 14: Veiculo[id=343, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] (pos=20)
Log Garagem Cliente 7: Veiculo[id=346, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] (pos=19)
Log Garagem Cliente 12: Veiculo[id=349, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] (pos=19)
Log Garagem Cliente 16: Veiculo[id=352, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] (pos=21)
Log Garagem Cliente 20: Veiculo[id=459, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] (pos=19)
Log Garagem Cliente 5: Veiculo[id=355, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] (pos=21)
Log Garagem Cliente 9: Veiculo[id=399, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] (pos=20)
Log Garagem Cliente 8: Veiculo[id=462, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=19)
Log Garagem Cliente 18: Veiculo[id=358, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=21)
Log Garagem Cliente 10: Veiculo[id=400, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] (pos=20)
Log Garagem Cliente 13: Veiculo[id=403, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] (pos=20)
Log Garagem Cliente 6: Veiculo[id=406, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] (pos=19)
Log Garagem Cliente 4: Veiculo[id=465, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] (pos=19)
Log Garagem Cliente 19: Veiculo[id=409, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] (pos=19)
Log Garagem Cliente 11: Veiculo[id=412, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] (pos=19)
Log Garagem Cliente 3: Veiculo[id=415, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] (pos=21)
Log Garagem Cliente 15: Veiculo[id=361, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=20)
Log Garagem Cliente 1: Veiculo[id=364, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=21)
Log Garagem Cliente 2: Veiculo[id=468, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] (pos=22)
Log Garagem Cliente 14: Veiculo[id=418, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] (pos=21)
Log Garagem Cliente 17: Veiculo[id=471, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] (pos=19)
Log Garagem Cliente 7: Veiculo[id=474, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] (pos=20)
Log Garagem Cliente 12: Veiculo[id=367, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=20)
Log Garagem Cliente 16: Veiculo[id=478, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] (pos=22)
Log Garagem Cliente 20: Veiculo[id=481, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] (pos=20)
Log Garagem Cliente 5: Veiculo[id=421, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] (pos=22)
Log Garagem Cliente 9: Veiculo[id=484, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] (pos=21)
Log Garagem Cliente 8: Veiculo[id=424, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] (pos=20)
Log Garagem Cliente 18: Veiculo[id=370, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] (pos=22)
Log Garagem Cliente 13: Veiculo[id=373, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] (pos=21)
Log Garagem Cliente 10: Veiculo[id=427, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] (pos=21)
Log Garagem Cliente 6: Veiculo[id=430, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] (pos=20)
Log Garagem Cliente 4: Veiculo[id=487, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] (pos=20)
Log Garagem Cliente 19: Veiculo[id=376, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] (pos=20)
Log Garagem Cliente 11: Veiculo[id=379, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] (pos=20)
Log Garagem Cliente 3: Veiculo[id=382, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] (pos=22)
