Log Venda Loja: Veiculo[id=3, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=2] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=111, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 2 (pos=38)
Log Recebimento Loja: Veiculo[id=112, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=38)
Log Recebimento Loja: Veiculo[id=113, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 2 (pos=39)
Log Venda Loja: Veiculo[id=91, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 11 (Loja 1)
Log Recebimento Loja: Veiculo[id=115, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Loja 1 (pos=39)
Log Venda Loja: Veiculo[id=92, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 19 (Loja 1)
Log Venda Loja: Veiculo[id=114, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=114, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Loja 3 (pos=34)
Log Recebimento Loja: Veiculo[id=117, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=36] -> Loja 3 (pos=35)
Log Recebimento Loja: Veiculo[id=116, cor=Verde, tipo=Sedan, estacao=2, funcionario=3, pos=35] -> Loja 1 (pos=0)
Log Venda Loja: Veiculo[id=117, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=36] -> Cliente 1 (Loja 3)
Log Venda Loja: Veiculo[id=62, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 18 (Loja 2)
Log Venda Loja: Veiculo[id=118, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 8 (Loja 3)
Log Recebimento Loja: Veiculo[id=118, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=36)
Log Recebimento Loja: Veiculo[id=120, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 2 (pos=0)
Log Recebimento Loja: Veiculo[id=119, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=1)
Log Venda Loja: Veiculo[id=65, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=93, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 4 (Loja 1)
Log Venda Loja: Veiculo[id=121, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=121, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=37)
Log Venda Loja: Veiculo[id=96, cor=Azul, tipo=Sedan, estacao=2, funcionario=3, pos=15] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=122, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=1)
Log Recebimento Loja: Veiculo[id=123, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=2)
Log Venda Loja: Veiculo[id=99, cor=Azul, tipo=SUV, estacao=1, funcionario=5, pos=18] -> Cliente 13 (Loja 1)
Log Venda Loja: Veiculo[id=124, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=124, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=38)
Log Venda Loja: Veiculo[id=68, cor=Verde, tipo=Sedan, estacao=3, funcionario=4, pos=27] -> Cliente 3 (Loja 2)
Log Recebimento Loja: Veiculo[id=125, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=2)
Log Recebimento Loja: Veiculo[id=126, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=3)
Log Venda Loja: Veiculo[id=103, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 17 (Loja 1)
Log Venda Loja: Veiculo[id=73, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 5 (Loja 2)
Log Recebimento Loja: Veiculo[id=127, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=39)
Log Venda Loja: Veiculo[id=127, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 10 (Loja 3)
Log Venda Loja: Veiculo[id=106, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 14 (Loja 1)
Log Recebimento Loja: Veiculo[id=128, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=3)
Log Recebimento Loja: Veiculo[id=129, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=4)
Log Venda Loja: Veiculo[id=130, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=130, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=0)
Log Venda Loja: Veiculo[id=78, cor=Azul, tipo=Sedan, estacao=1, funcionario=3, pos=37] -> Cliente 12 (Loja 2)
Log Recebimento Loja: Veiculo[id=131, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=4)
Log Recebimento Loja: Veiculo[id=132, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 2 (pos=5)
Log Venda Loja: Veiculo[id=133, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=133, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=1)
Log Recebimento Loja: Veiculo[id=134, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Loja 1 (pos=5)
Log Venda Loja: Veiculo[id=81, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 11 (Loja 2)
Log Recebimento Loja: Veiculo[id=135, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 2 (pos=6)
Log Venda Loja: Veiculo[id=84, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 19 (Loja 2)
Log Venda Loja: Veiculo[id=109, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 9 (Loja 1)
Log Recebimento Loja: Veiculo[id=137, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 3 (pos=2)
Log Recebimento Loja: Veiculo[id=136, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Loja 1 (pos=6)
Log Venda Loja: Veiculo[id=112, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 1 (Loja 1)
Log Venda Loja: Veiculo[id=87, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=138, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 2 (pos=7)
Log Venda Loja: Veiculo[id=94, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Cliente 8 (Loja 2)
Log Recebimento Loja: Veiculo[id=139, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=3)
Log Recebimento Loja: Veiculo[id=140, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=7)
Log Venda Loja: Veiculo[id=97, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=16] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=98, cor=Verde, tipo=Sedan, estacao=1, funcionario=3, pos=17] -> Cliente 4 (Loja 2)
Log Venda Loja: Veiculo[id=115, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Cliente 15 (Loja 1)
Log Recebimento Loja: Veiculo[id=141, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 2 (pos=8)
Log Venda Loja: Veiculo[id=137, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 16 (Loja 3)
Log Recebimento Loja: Veiculo[id=142, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=4)
Log Recebimento Loja: Veiculo[id=143, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=8)
Log Venda Loja: Veiculo[id=116, cor=Verde, tipo=Sedan, estacao=2, funcionario=3, pos=35] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=144, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 2 (pos=9)
Log Venda Loja: Veiculo[id=139, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 7 (Loja 3)
Log Venda Loja: Veiculo[id=142, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 3 (Loja 3)
Log Recebimento Loja: Veiculo[id=145, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=5)
Log Recebimento Loja: Veiculo[id=146, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 1 (pos=9)
Log Venda Loja: Veiculo[id=119, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 17 (Loja 1)
Log Venda Loja: Veiculo[id=145, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 5 (Loja 3)
Log Recebimento Loja: Veiculo[id=147, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 2 (pos=10)
Log Venda Loja: Veiculo[id=102, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 14 (Loja 2)
Log Venda Loja: Veiculo[id=148, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=148, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=6)
Log Recebimento Loja: Veiculo[id=149, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 1 (pos=10)
Log Recebimento Loja: Veiculo[id=150, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 2 (pos=11)
Log Venda Loja: Veiculo[id=151, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=151, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=7)
Log Recebimento Loja: Veiculo[id=152, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 1 (pos=11)
Log Recebimento Loja: Veiculo[id=153, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 2 (pos=12)
Log Venda Loja: Veiculo[id=154, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Cliente 12 (Loja 3)
Log Recebimento Loja: Veiculo[id=154, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=33] -> Loja 3 (pos=8)
Log Recebimento Loja: Veiculo[id=155, cor=Verde, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Loja 1 (pos=12)
Log Venda Loja: Veiculo[id=123, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 9 (Loja 1)
Log Recebimento Loja: Veiculo[id=156, cor=Azul, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Loja 2 (pos=13)
Log Venda Loja: Veiculo[id=157, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=157, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=9)
Log Recebimento Loja: Veiculo[id=158, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=13)
Log Venda Loja: Veiculo[id=126, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 18 (Loja 1)
Log Recebimento Loja: Veiculo[id=159, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=14)
Log Recebimento Loja: Veiculo[id=160, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=10)
Log Venda Loja: Veiculo[id=160, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 11 (Loja 3)
Log Venda Loja: Veiculo[id=129, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 2 (Loja 1)
Log Venda Loja: Veiculo[id=134, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Cliente 4 (Loja 1)
Log Recebimento Loja: Veiculo[id=161, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=14)
Log Venda Loja: Veiculo[id=136, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=162, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=15)
Log Venda Loja: Veiculo[id=163, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=163, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=11)
Log Recebimento Loja: Veiculo[id=164, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=15)
Log Venda Loja: Veiculo[id=140, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=143, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 3 (Loja 1)
Log Recebimento Loja: Veiculo[id=165, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=16)
Log Recebimento Loja: Veiculo[id=166, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=12)
Log Venda Loja: Veiculo[id=166, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 1 (Loja 3)
Log Venda Loja: Veiculo[id=105, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=108, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 5 (Loja 2)
Log Recebimento Loja: Veiculo[id=167, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=16)
Log Venda Loja: Veiculo[id=146, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 10 (Loja 1)
Log Recebimento Loja: Veiculo[id=168, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=17)
Log Recebimento Loja: Veiculo[id=169, cor=Vermelho, tipo=SUV, estacao=2, funcionario=5, pos=8] -> Loja 3 (pos=13)
Log Venda Loja: Veiculo[id=169, cor=Vermelho, tipo=SUV, estacao=2, funcionario=5, pos=8] -> Cliente 8 (Loja 3)
Log Venda Loja: Veiculo[id=170, cor=Verde, tipo=Sedan, estacao=4, funcionario=2, pos=9] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=170, cor=Verde, tipo=Sedan, estacao=4, funcionario=2, pos=9] -> Loja 3 (pos=14)
Log Recebimento Loja: Veiculo[id=171, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=18)
Log Venda Loja: Veiculo[id=149, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 20 (Loja 1)
Log Recebimento Loja: Veiculo[id=172, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=17)
Log Venda Loja: Veiculo[id=173, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 13 (Loja 3)
Log Recebimento Loja: Veiculo[id=173, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=15)
Log Venda Loja: Veiculo[id=111, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 9 (Loja 2)
Log Venda Loja: Veiculo[id=152, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 12 (Loja 1)
Log Recebimento Loja: Veiculo[id=175, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 1 (pos=18)
Log Recebimento Loja: Veiculo[id=174, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=13] -> Loja 2 (pos=19)
Log Recebimento Loja: Veiculo[id=176, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=15] -> Loja 2 (pos=20)
Log Recebimento Loja: Veiculo[id=177, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 1 (pos=19)
Log Venda Loja: Veiculo[id=178, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 14 (Loja 3)
Log Recebimento Loja: Veiculo[id=178, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 3 (pos=16)
Log Recebimento Loja: Veiculo[id=179, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 2 (pos=21)
Log Venda Loja: Veiculo[id=155, cor=Verde, tipo=SUV, estacao=3, funcionario=5, pos=34] -> Cliente 18 (Loja 1)
Log Recebimento Loja: Veiculo[id=180, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 1 (pos=20)
Log Venda Loja: Veiculo[id=113, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=181, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 6 (Loja 3)
Log Recebimento Loja: Veiculo[id=181, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 3 (pos=17)
Log Venda Loja: Veiculo[id=158, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=182, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 2 (pos=22)
Log Venda Loja: Veiculo[id=161, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 19 (Loja 1)
Log Recebimento Loja: Veiculo[id=183, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 1 (pos=21)
Log Venda Loja: Veiculo[id=184, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=184, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 3 (pos=18)
Log Venda Loja: Veiculo[id=164, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=120, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 3 (Loja 2)
Log Recebimento Loja: Veiculo[id=185, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 2 (pos=23)
Log Recebimento Loja: Veiculo[id=186, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=24)
Log Venda Loja: Veiculo[id=122, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 1 (Loja 2)
Log Venda Loja: Veiculo[id=125, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=128, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 5 (Loja 2)
Log Venda Loja: Veiculo[id=187, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=187, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 3 (pos=19)
Log Recebimento Loja: Veiculo[id=188, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 1 (pos=22)
Log Venda Loja: Veiculo[id=167, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 10 (Loja 1)
Log Venda Loja: Veiculo[id=172, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 8 (Loja 1)
Log Recebimento Loja: Veiculo[id=189, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=25)
Log Recebimento Loja: Veiculo[id=190, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 3 (pos=20)
Log Venda Loja: Veiculo[id=131, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 15 (Loja 2)
Log Recebimento Loja: Veiculo[id=191, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 1 (pos=23)
Log Venda Loja: Veiculo[id=175, cor=Vermelho, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Cliente 20 (Loja 1)
Log Recebimento Loja: Veiculo[id=192, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=26)
Log Recebimento Loja: Veiculo[id=193, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 3 (pos=21)
Log Venda Loja: Veiculo[id=190, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 13 (Loja 3)
Log Venda Loja: Veiculo[id=193, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=194, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 1 (pos=24)
Log Recebimento Loja: Veiculo[id=196, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Loja 1 (pos=25)
Log Venda Loja: Veiculo[id=177, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 12 (Loja 1)
Log Recebimento Loja: Veiculo[id=195, cor=Azul, tipo=SUV, estacao=2, funcionario=2, pos=34] -> Loja 2 (pos=27)
Log Recebimento Loja: Veiculo[id=197, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=22)
Log Venda Loja: Veiculo[id=180, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 14 (Loja 1)
Log Recebimento Loja: Veiculo[id=198, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 1 (pos=26)
Log Recebimento Loja: Veiculo[id=199, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 2 (pos=28)
Log Venda Loja: Veiculo[id=132, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=200, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 3 (pos=23)
Log Venda Loja: Veiculo[id=183, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 2 (Loja 1)
Log Venda Loja: Veiculo[id=135, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Cliente 6 (Loja 2)
Log Recebimento Loja: Veiculo[id=201, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 1 (pos=27)
Log Venda Loja: Veiculo[id=197, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 16 (Loja 3)
Log Recebimento Loja: Veiculo[id=202, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 2 (pos=29)
Log Recebimento Loja: Veiculo[id=203, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 3 (pos=24)
Log Venda Loja: Veiculo[id=138, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 19 (Loja 2)
Log Venda Loja: Veiculo[id=200, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=204, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 1 (pos=28)
Log Venda Loja: Veiculo[id=203, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=205, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 2 (pos=30)
Log Recebimento Loja: Veiculo[id=206, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 3 (pos=25)
Log Venda Loja: Veiculo[id=206, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 3 (Loja 3)
Log Venda Loja: Veiculo[id=141, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 1 (Loja 2)
Log Venda Loja: Veiculo[id=144, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=188, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 5 (Loja 1)
Log Recebimento Loja: Veiculo[id=207, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 1 (pos=29)
Log Venda Loja: Veiculo[id=191, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 4 (Loja 1)
Log Recebimento Loja: Veiculo[id=208, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=31)
Log Venda Loja: Veiculo[id=209, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=209, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 3 (pos=26)
Log Venda Loja: Veiculo[id=194, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 8 (Loja 1)
Log Recebimento Loja: Veiculo[id=210, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 1 (pos=30)
Log Recebimento Loja: Veiculo[id=211, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=32)
Log Venda Loja: Veiculo[id=212, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 15 (Loja 3)
Log Recebimento Loja: Veiculo[id=212, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 3 (pos=27)
Log Venda Loja: Veiculo[id=196, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=3, pos=35] -> Cliente 20 (Loja 1)
